,judul,hyperlink,img_hyperlinks,Judul,Harga,Lokasi,Kamar Tidur,Kamar Mandi,Luas Tanah,Luas Bangunan,Carport,Tipe Properti,Sertifikat,Daya Listrik,Kamar Pembantu,Dapur,Ruang Makan,Ruang Tamu,Kondisi Perabotan,Jumlah Lantai,Pemandangan,Terjangkau Internet,Lebar Jalan,Sumber Air,Hook,Kondisi Properti,Tipe Iklan
455,Rumah Cantik dan bersih Di Balikpapan Regency,https://www.rumah123.com//properti/balikpapan/hos15298805/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15298805/original/hos15298805-rumah-di-jual-di-balikpapan-selatan-balikpapan-1698712430.jpg,Rumah Cantik dan bersih Di Balikpapan Regency,"Rp 1,95 Miliar","Balikpapan Selatan, Balikpapan",3,3,150 m²,115 m²,2,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1,,Tidak,Tidak,Unfurnished,2,Pemukiman Warga,Tidak,2 Mobil,,Tidak,Bagus,Dijual
456,BALIKPAPAN RUMAH SIAP HUNI FULL FURNISHED DI REGENCY  (LM350),https://www.rumah123.com//properti/balikpapan/hos15298785/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1507995/2023-11-19-14-32-51-c1be5afa-d19d-4a7e-b53b-330e5713764f.jpg,BALIKPAPAN RUMAH SIAP HUNI FULL FURNISHED DI REGENCY  (LM350),"Rp 1,5 Miliar","Balikpapan Selatan, Balikpapan",3,2,144 m²,160 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
457,350 Balikpapan Regency Rumah Furnished Ada Halaman Belakang,https://www.rumah123.com//properti/balikpapan/hos15298784/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1737807/2023-11-17-09-43-44-cb7171de-e68c-467f-b0fc-ac6e23fe22c2.jpg,350 Balikpapan Regency Rumah Furnished Ada Halaman Belakang,"Rp 1,5 Miliar","Balikpapan Selatan, Balikpapan",3,2,144 m²,160 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
458,PRIMARY GRANDCITY NORDVILLE,https://www.rumah123.com//properti/balikpapan/hos15298767/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15298767/original/hos15298767-rumah-di-jual-di-balikpapan-utara-balikpapan-1698711765.jpg,PRIMARY GRANDCITY NORDVILLE,"Rp 1,73 Miliar","Balikpapan Utara, Balikpapan",3,3,98 m²,88 m²,,Rumah,"Lainnya (PPJB,Girik,Adat,dll)",1300 Watt,,,,,,,,,,,,,Dijual
459,"RUMAH CONTOH DAUN VILLAGE TYPE NEW LYCHEE 2 LANTAI, MT HARYONO BALIKPAPAN",https://www.rumah123.com//properti/balikpapan/hos15232575/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15232575/original/hos15232575-rumah-di-jual-di-balikpapan-selatan-balikpapan-1698134102.jpg,"RUMAH CONTOH DAUN VILLAGE TYPE NEW LYCHEE 2 LANTAI, MT HARYONO BALIKPAPAN","Rp 1,6 Miliar","Balikpapan Selatan, Balikpapan",3,2,171 m²,93 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,1,1,Tidak,Tidak,,2,Pemukiman Warga,Tidak,2 Mobil,PAM atau PDAM,Tidak,Baru,Dijual
460,PERUMAHAN BARU DENGAN HARGA TERJANGKAU,https://www.rumah123.com//properti/balikpapan/hos15231281/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15231281/original/hos15231281-rumah-di-jual-di-balikpapan-timur-balikpapan-1698129909.jpg,PERUMAHAN BARU DENGAN HARGA TERJANGKAU,Rp 400 Juta,"Balikpapan Timur, Balikpapan",2,1,108 m²,100 m²,,Rumah,HGB - Hak Guna Bangunan,900 Watt,,,,,,,,,,,,,Dijual
461,PERUMAHAN BARU DENGAN HARGA SANGAT TERJANGKAU,https://www.rumah123.com//properti/balikpapan/hos15231253/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15231253/original/hos15231253-rumah-di-jual-di-balikpapan-timur-balikpapan-1698129829.jpg,PERUMAHAN BARU DENGAN HARGA SANGAT TERJANGKAU,Rp 350 Juta,"Balikpapan Timur, Balikpapan",2,1,96 m²,90 m²,,Rumah,HGB - Hak Guna Bangunan,900 Watt,,,,,,,,,,,,,Dijual
462,"RUMAH MURAH DI BATU AMPAR, KM 4,5",https://www.rumah123.com//properti/balikpapan/hos15223545/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15223545/original/hos15223545-rumah-di-jual-di-balikpapan-utara-balikpapan-1698106827.jpg,"RUMAH MURAH DI BATU AMPAR, KM 4,5",Rp 440 Juta,"Balikpapan Utara, Balikpapan",2,1,96 m²,45 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
463,Rumah modern dekat Sekolah Islam dan Masjid,https://www.rumah123.com//properti/balikpapan/hos15145044/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15145044/original/hos15145044-rumah-di-jual-di-balikpapan-baru-balikpapan-1697511182.jpg,Rumah modern dekat Sekolah Islam dan Masjid,Rp 5 Miliar,"Balikpapan Baru, Balikpapan",4,2,200 m²,600 m²,,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,,,Tidak,Tidak,Unfurnished,,Pemukiman Warga,Tidak,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
464,BELAKANG TRANSMART,https://www.rumah123.com//properti/balikpapan/hos15065548/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15065548/original/hos15065548-rumah-di-jual-di-gunung-bahagia-balikpapan-1696927190.jpg,BELAKANG TRANSMART,Rp 750 Juta,"Gunung Bahagia, Balikpapan",2,1,84 m²,45 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
465,Rumah cantik dan bersih di balikpapan regency,https://www.rumah123.com//properti/balikpapan/hos15060000/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15060000/original/hos15060000-rumah-di-jual-di-balikpapan-selatan-balikpapan-1696903596.jpg,Rumah cantik dan bersih di balikpapan regency,"Rp 1,6 Miliar","Balikpapan Selatan, Balikpapan",3,2,96 m²,96 m²,2,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,Unfurnished,,Pemukiman Warga,Tidak,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
466,HARGA TURUN PERUMAHAN BALIKPAPAN REGENCY KINTAMANI,https://www.rumah123.com//properti/balikpapan/hos14983878/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14983878/original/hos14983878-rumah-di-jual-di-balikpapan-selatan-balikpapan-1696313385.jpg,HARGA TURUN PERUMAHAN BALIKPAPAN REGENCY KINTAMANI,Rp 750 Juta,"Balikpapan Selatan, Balikpapan",2,1,135 m²,45 m²,,Rumah,SHM - Sertifikat Hak Milik,900 Watt,,,,,,,,,,,,,Dijual
467,RUMAH BARU READY STOCK & SIAP HUNI LOKASI ADA 2 TEMPAT PERUM PESONA ALAM & PERUM MANDASTANA,https://www.rumah123.com//properti/balikpapan/hos14983823/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14983823/original/hos14983823-rumah-di-jual-di-balikpapan-utara-balikpapan-1696313166.jpg,RUMAH BARU READY STOCK & SIAP HUNI LOKASI ADA 2 TEMPAT PERUM PESONA ALAM & PERUM MANDASTANA,Rp 415 Juta,"Balikpapan Utara, Balikpapan",2,1,96 m²,45 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
468,RUMAH HOOK MEWAH MINIMALIS 2 LANTAI FULL FURNISH SIAP HUNI DENGAN LOKASI AMAN NYAMAN DAN BEBAS BANJIR,https://www.rumah123.com//properti/balikpapan/hos14979885/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14979885/original/hos14979885-rumah-di-jual-di-balikpapan-selatan-balikpapan-1696291969.jpg,RUMAH HOOK MEWAH MINIMALIS 2 LANTAI FULL FURNISH SIAP HUNI DENGAN LOKASI AMAN NYAMAN DAN BEBAS BANJIR,"Rp 2,1 Miliar","Balikpapan Selatan, Balikpapan",2,2,168 m²,145 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
469,RUMAH HOOK,https://www.rumah123.com//properti/balikpapan/hos14917287/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14917287/original/hos14917287-rumah-di-jual-di-balikpapan-selatan-balikpapan-1695716395.jpg,RUMAH HOOK,"Rp 1,8 Miliar","Balikpapan Selatan, Balikpapan",4,3,195 m²,130 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
470,RUMAH NEW HAYFIELD TANPA DP ANGSURAN 4 JT-AN SETIAP BULAN,https://www.rumah123.com//properti/balikpapan/hos14913693/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14913693/original/hos14913693-rumah-di-jual-di-balikpapan-utara-balikpapan-1695705703.jpg,RUMAH NEW HAYFIELD TANPA DP ANGSURAN 4 JT-AN SETIAP BULAN,Rp 970 Juta,"Balikpapan Utara, Balikpapan",2,2,60 m²,47 m²,,Rumah,"Lainnya (PPJB,Girik,Adat,dll)",1300 Watt,,1,Tidak,Tidak,Unfurnished,2,Pemukiman Warga,Tidak,2 Mobil,,Tidak,Baru,Dijual
471,Rumah 2 lantai posisi hook,https://www.rumah123.com//properti/balikpapan/hos14753995/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14753995/original/hos14753995-rumah-di-jual-di-balikpapan-tengah-balikpapan-1694507872.jpg,Rumah 2 lantai posisi hook,Rp 900 Juta,"Balikpapan Tengah, Balikpapan",4,4,256 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,,,,,,,,,,,Dijual
472,Rumah plus faviliun ditengah kota balikpapan,https://www.rumah123.com//properti/balikpapan/hos14752050/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14752050/original/hos14752050-rumah-di-jual-di-balikpapan-selatan-balikpapan-1694501201.jpg,Rumah plus faviliun ditengah kota balikpapan,"Rp 4,2 Miliar","Balikpapan Selatan, Balikpapan",3,1,817 m²,140 m²,6,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,Tidak,Tidak,Unfurnished,,Pemukiman Warga,Tidak,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
473,"RUMAH LANTAI 3 SIAP HUNI, FULL FURNISH LENGKAP DENGAN TEMPAT USAHA",https://www.rumah123.com//properti/balikpapan/hos14751801/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14751801/original/hos14751801-rumah-di-jual-di-balikpapan-selatan-balikpapan-1694500452.jpg,"RUMAH LANTAI 3 SIAP HUNI, FULL FURNISH LENGKAP DENGAN TEMPAT USAHA","Rp 3,8 Miliar","Balikpapan Selatan, Balikpapan",5,3,135 m²,234 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
474,RUMAH SIAP HUNI DITENGAH KOTA LOKASI STRATEGIS,https://www.rumah123.com//properti/balikpapan/hos14751225/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14751225/original/hos14751225-rumah-di-jual-di-balikpapan-selatan-balikpapan-1694498078.jpg,RUMAH SIAP HUNI DITENGAH KOTA LOKASI STRATEGIS,Rp 700 Juta,"Balikpapan Selatan, Balikpapan",2,1,135 m²,78 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
475,Hunian minimalist ditengah kota balikpapan,https://www.rumah123.com//properti/balikpapan/hos14750101/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14750101/original/hos14750101-rumah-di-jual-di-balikpapan-utara-balikpapan-1694493336.jpg,Hunian minimalist ditengah kota balikpapan,Rp 950 Juta,"Balikpapan Utara, Balikpapan",4,2,140 m²,280 m²,2,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,Unfurnished,2,Pemukiman Warga,Tidak,2 Mobil,,Tidak,Bagus,Dijual
476,Hunian mewah full furnish,https://www.rumah123.com//properti/balikpapan/hos14690190/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14690190/original/hos14690190-rumah-di-jual-di-balikpapan-selatan-balikpapan-1693903118.jpg,Hunian mewah full furnish,"Rp 1,95 Miliar","Balikpapan Selatan, Balikpapan",3,2,155 m²,165 m²,2,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,Furnished,2,Pemukiman Warga,Tidak,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
477,Hunian mewah dan unik dekat Bandara Sepinggan,https://www.rumah123.com//properti/balikpapan/hos14683759/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14683759/original/hos14683759-rumah-di-jual-di-sepinggan-balikpapan-1693876690.jpg,Hunian mewah dan unik dekat Bandara Sepinggan,"Rp 2,5 Miliar","Sepinggan, Balikpapan",5,3,200 m²,200 m²,1,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,,,Tidak,Tidak,Unfurnished,,Pemukiman Warga,Tidak,2 Mobil,,Tidak,Bagus,Dijual
478,Hunian murah ditengah kota Balikpapan.  ,https://www.rumah123.com//properti/balikpapan/hos14683609/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14683609/original/hos14683609-rumah-di-jual-di-gn.-sari-ilir-balikpapan-1693874744.jpg,Hunian murah ditengah kota Balikpapan.  ,Rp 370 Juta,"Gn. Sari Ilir, Balikpapan",2,2,137 m²,90 m²,1,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,Unfurnished,2,Pemukiman Warga,Tidak,2 Mobil,,Tidak,Bagus,Dijual
479,hunian tingkat 2 dekat Bandara International Sepinggan,https://www.rumah123.com//properti/balikpapan/hos14683585/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14683585/original/hos14683585-rumah-di-jual-di-batakan-balikpapan-1693874173.jpg,hunian tingkat 2 dekat Bandara International Sepinggan,"Rp 1,2 Miliar","Batakan, Balikpapan",4,2,260 m²,150 m²,5,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,,,Tidak,Tidak,Unfurnished,,Pemukiman Warga,Tidak,3 Mobil,,Tidak,Bagus,Dijual
480,Dijual Cepat Rumah Lux Full Furnished Cantik di Poka Balikpapan,https://www.rumah123.com//properti/balikpapan/hos14621658/,https://picture.rumah123.com/r123-images/720x420-crop/customer/553144/2023-08-29-10-38-34-75d94179-469b-4624-8ee0-dd4392e8b34a.jpg,Dijual Cepat Rumah Lux Full Furnished Cantik di Poka Balikpapan,"Rp 3,25 Miliar","Balikpapan Selatan, Balikpapan",7,3,234 m²,293 m²,1,Rumah,SHM - Sertifikat Hak Milik,,,2,Ya,Ya,Furnished,2,Pemukiman Warga,Ya,2 Mobil,PAM atau PDAM,Tidak,Sudah Renovasi,Dijual
481,Dijual Cepat Unfurnished Rumah 2 Lantai Luas di Balikpapan Baru,https://www.rumah123.com//properti/balikpapan/hos14619753/,https://picture.rumah123.com/r123-images/720x420-crop/customer/553144/2023-08-29-08-33-21-07442570-6cad-40c2-a975-220adcb834df.jpg,Dijual Cepat Unfurnished Rumah 2 Lantai Luas di Balikpapan Baru,"Rp 2,5 Miliar","Balikpapan Baru, Balikpapan",3,3,160 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,,,1,Ya,Ya,,2,,Tidak,,,Tidak,Bagus,Dijual
482,RUMAH DUA LANTAI TIGA KAMAR TIDUR DALAM PERUMAHAN TENGAH KOTA BALIKPAPAN,https://www.rumah123.com//properti/balikpapan/hos14611370/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14611370/original/hos14611370-rumah-di-jual-di-balikpapan-selatan-balikpapan-1693269252.jpg,RUMAH DUA LANTAI TIGA KAMAR TIDUR DALAM PERUMAHAN TENGAH KOTA BALIKPAPAN,Rp 900 Juta,"Balikpapan Selatan, Balikpapan",3,2,120 m²,100 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
483,Dijual Cepat Rumah Besar Semi Furnished Sepinggan Pratama Dekat Kolam Renang,https://www.rumah123.com//properti/balikpapan/hos14552772/,https://picture.rumah123.com/r123-images/720x420-crop/customer/553144/2023-08-22-11-48-55-68b0d1fc-1156-4745-b724-63fd994a3cbb.jpg,Dijual Cepat Rumah Besar Semi Furnished Sepinggan Pratama Dekat Kolam Renang,"Rp 2,25 Miliar","Balikpapan Selatan, Balikpapan",4,4,204 m²,250 m²,2,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,2,Ya,Ya,Semi Furnished,2,Taman Kota,Ya,2 Mobil,PAM atau PDAM,Ya,Sudah Renovasi,Dijual
484,hunian bagus serba biru di kawasan rekreasi lamaru,https://www.rumah123.com//properti/balikpapan/hos14547411/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14547411/original/hos14547411-rumah-di-jual-di-lamaru-balikpapan-1692680195.jpg,hunian bagus serba biru di kawasan rekreasi lamaru,Rp 850 Juta,"Lamaru, Balikpapan",2,1,170 m²,170 m²,1,Rumah,HGB - Hak Guna Bangunan,2200 Watt,,,Tidak,Tidak,Unfurnished,,Pemukiman Warga,Tidak,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
485,hunian  mewahtingkat 2 dekat lapangan golf,https://www.rumah123.com//properti/balikpapan/hos14547381/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14547381/original/hos14547381-rumah-di-jual-di-balikpapan-selatan-balikpapan-1692680057.jpg,hunian  mewahtingkat 2 dekat lapangan golf,"Rp 1,55 Miliar","Balikpapan Selatan, Balikpapan",3,3,94 m²,50 m²,2,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,Unfurnished,,Pemukiman Warga,Tidak,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
486,hunian mewah dan sudah ada furnished dekat les artha regency,https://www.rumah123.com//properti/balikpapan/hos14544555/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14544555/original/hos14544555-rumah-di-jual-di-balikpapan-selatan-balikpapan-1692672125.jpg,hunian mewah dan sudah ada furnished dekat les artha regency,"Rp 1,5 Miliar","Balikpapan Selatan, Balikpapan",4,2,120 m²,145 m²,2,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,Tidak,Tidak,Unfurnished,,Pemukiman Warga,Tidak,3 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
487,Dijual Cepat Rumah Luas Tanah 306m2 di Pupuk Tengah Kota Balikpapan,https://www.rumah123.com//properti/balikpapan/hos14492746/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1805813/2023-08-15-07-00-31-04f35611-b11a-4443-a8e7-9cdb5a0bb7d0.webp,Dijual Cepat Rumah Luas Tanah 306m2 di Pupuk Tengah Kota Balikpapan,"Rp 2,3 Miliar","Balikpapan Selatan, Balikpapan",4,2,306 m²,251 m²,1,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Ya,Ya,Unfurnished,1,Perkotaan,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
488,Dijual Rumah Luas Tanah 530 M2 Di Pupuk Lokasi Tengah Kota,https://www.rumah123.com//properti/balikpapan/hos14492378/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1805813/2023-08-15-06-36-06-6584595f-654e-4aa3-a171-0798f0c96e9a.png,Dijual Rumah Luas Tanah 530 M2 Di Pupuk Lokasi Tengah Kota,Rp 4 Miliar,"Balikpapan Selatan, Balikpapan",3,3,530 m²,300 m²,3,Rumah,HGB - Hak Guna Bangunan,,,1,Ya,Ya,Unfurnished,1,Perkotaan,Ya,2 Mobil,PAM atau PDAM,Tidak,Butuh Renovasi,Dijual
489,DI  RUMAH DI KOMPLEK BALIKPAPAN REGENCY + FURNITUR,https://www.rumah123.com//properti/balikpapan/hos14491317/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14491317/original/hos14491317-rumah-di-jual-di-balikpapan-selatan-balikpapan-1692075028.jpg,DI  RUMAH DI KOMPLEK BALIKPAPAN REGENCY + FURNITUR,Rp 975 Juta,"Balikpapan Selatan, Balikpapan",3,1,120 m²,70 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
490,PERUMAHAN TUMARITIS DEKAT PERUMAHAN GRAND CITY,https://www.rumah123.com//properti/balikpapan/hos14433178/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14433178/original/hos14433178-rumah-di-jual-di-balikpapan-utara-balikpapan-1691453517.jpg,PERUMAHAN TUMARITIS DEKAT PERUMAHAN GRAND CITY,Rp 680 Juta,"Balikpapan Utara, Balikpapan",2,1,163 m²,70 m²,,Rumah,HGB - Hak Guna Bangunan,2200 Watt,,,,,,,,,,,,,Dijual
491,Rumah Siap Pakai Balikpapan,https://www.rumah123.com//properti/balikpapan/hos14381852/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1746082/2023-09-18-06-13-29-8bd47dab-6d85-4f76-8009-5bf22d931fe2.jpg,Rumah Siap Pakai Balikpapan,"Rp 2,5 Miliar","Balikpapan Utara, Balikpapan",2,1,381 m²,350 m²,,Rumah,HGB - Hak Guna Bangunan,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
492,BALIKPAPAN RUMAH PERUMAHAN JAMRUD (HM101),https://www.rumah123.com//properti/balikpapan/hos14315279/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14315279/original/hos14315279-rumah-di-jual-di-damai-balikpapan-1690271635.jpg,BALIKPAPAN RUMAH PERUMAHAN JAMRUD (HM101),"Rp 1,3 Miliar","Damai, Balikpapan",2,2,120 m²,120 m²,,Rumah,HGB - Hak Guna Bangunan,2200 Watt,1,,Tidak,Tidak,Unfurnished,,Perkotaan,Tidak,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
493,BALIKPAPAN RUMAH PERUMAHAN GRAND CITY HYLAND (HM190),https://www.rumah123.com//properti/balikpapan/hos14312524/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14312524/original/hos14312524-rumah-di-jual-di-batu-ampar-balikpapan-1690263425.jpg,BALIKPAPAN RUMAH PERUMAHAN GRAND CITY HYLAND (HM190),Rp 900 Juta,"Batu Ampar, Balikpapan",2,2,72 m²,46 m²,,Rumah,"Lainnya (PPJB,Girik,Adat,dll)",2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
494,BALIKPAPAN PERUMAHAN GRAND CITY FOREST VIILL (HM178),https://www.rumah123.com//properti/balikpapan/hos14193877/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14193877/original/hos14193877-rumah-di-jual-di-balikpapan-utara-balikpapan-1689041409.jpg,BALIKPAPAN PERUMAHAN GRAND CITY FOREST VIILL (HM178),"Rp 3,6 Miliar","Balikpapan Utara, Balikpapan",3,3,220 m²,191 m²,,Rumah,HGB - Hak Guna Bangunan,4400 Watt,1,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
495,Di Jual Rumah di gn.Belah.Balikpapan,https://www.rumah123.com//properti/balikpapan/hos14143557/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1729095/2023-07-04-05-09-26-4ed20397-4e17-4558-b00d-5a14e1eef275.jpg,Di Jual Rumah di gn.Belah.Balikpapan,Rp 600 Juta,"Balikpapan Tengah, Balikpapan",,,106 m²,42 m²,,Rumah,SHM - Sertifikat Hak Milik,900 Watt,,,Tidak,Tidak,,1,,Tidak,,PAM atau PDAM,Tidak,Bagus,Dijual
496,Rumah Tinggal dan Rumah Kost jalan Mt.Haryono,https://www.rumah123.com//properti/balikpapan/hos14143446/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1729095/2023-07-04-04-58-12-29bbb3fc-3e15-4396-b1f3-de29d4efce68.jpg,Rumah Tinggal dan Rumah Kost jalan Mt.Haryono,Rp 3 Miliar,"Balikpapan Kota, Balikpapan",,,378 m²,500 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,,1,,Tidak,,PAM atau PDAM,Tidak,Sudah Renovasi,Dijual
497,DIJUAL RUMAH PUPUK BARAT BALIKPAPAN KOTA,https://www.rumah123.com//properti/balikpapan/hos14095461/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1688259/2023-06-28-06-21-28-1017b1c3-6f6b-44c5-9719-71afd19c6a3c.jpg,DIJUAL RUMAH PUPUK BARAT BALIKPAPAN KOTA,"Rp 1,2 Miliar","Balikpapan Selatan, Balikpapan",4,2,96 m²,105 m²,1,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,1,Tidak,Tidak,Unfurnished,2,Pemukiman Warga,Tidak,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
498,BALIKPAPAN RUMAH TENGAH KOTA HALAMAN LUAS (HM152),https://www.rumah123.com//properti/balikpapan/hos13244578/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13244578/original/hos13244578-rumah-di-jual-di-gn.-samarinda-balikpapan-1679967158.jpg,BALIKPAPAN RUMAH TENGAH KOTA HALAMAN LUAS (HM152),"Rp 2,5 Miliar","Gn. Samarinda, Balikpapan",4,2,400 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
499,BALIKPAPAN RUMAH DI PERUMAHAN SEPINGGAN PRATAMA CLUSTER PERMATA GADING ( HM141),https://www.rumah123.com//properti/balikpapan/hos13149856/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13149856/original/hos13149856-rumah-di-jual-di-batu-ampar-balikpapan-1679126611.jpg,BALIKPAPAN RUMAH DI PERUMAHAN SEPINGGAN PRATAMA CLUSTER PERMATA GADING ( HM141),"Rp 1,25 Miliar","Batu Ampar, Balikpapan",4,2,90 m²,148 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,Ya,Ya,Unfurnished,,Perkotaan,Tidak,3 Mobil,,Tidak,Bagus,Dijual
500,BALIKPAPAN RUMAH DIPINGGIR JALAN UTAMA DENGAN TANAH LUAS (HM150),https://www.rumah123.com//properti/balikpapan/hos13185310/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13185310/original/hos13185310-rumah-di-jual-di-balikpapan-tengah-balikpapan-1679410741.jpg,BALIKPAPAN RUMAH DIPINGGIR JALAN UTAMA DENGAN TANAH LUAS (HM150),Rp 6 Miliar,"Balikpapan Kota, Balikpapan",2,3,561 m²,400 m²,1,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,1,Tidak,Tidak,Unfurnished,1,Perkotaan,Tidak,4 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
501,RUMAH DI  PINGGIR JALAN RAYA UTAMA STRATEGIS COCOK UNTUK USAHA,https://www.rumah123.com//properti/balikpapan/hos13926531/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13926531/original/hos13926531-rumah-di-jual-di-balikpapan-tengah-balikpapan-1686010284.jpg,RUMAH DI  PINGGIR JALAN RAYA UTAMA STRATEGIS COCOK UNTUK USAHA,"Rp 4,2 Miliar","Balikpapan Tengah, Balikpapan",4,3,373 m²,252 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,4 Mobil,,Tidak,Bagus,Dijual
