,Unnamed: 0,Judul,Harga,Lokasi,Hyperlink,Img_Hyperlink,Kamar Tidur,Kamar Mandi,Luas Tanah,Luas Bangunan,Carport,Tipe Properti,Sertifikat,Daya Listrik,Kamar Pembantu,Dapur,Ruang Makan,Ruang Tamu,Kondisi Perabotan,Jumlah Lantai,Pemandangan,Terjangkau Internet,Lebar Jalan,Sumber Air,Hook,Kondisi Properti,Tipe Iklan
166,943,DI JUAL CEPAT RUMAH STRATEGIS SATU LANTAI KAWASAN PERUMAHAN POKA,"Rp 1,8 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13249678/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13249678/original/hos13249678-rumah-di-jual-di-balikpapan-selatan-balikpapan-1679984251.jpg,5.0,2.0,404 m²,150 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
167,944,RUMAH MINIMALIS DI KAWASAN  RINGROAD,"Rp 1,5 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13249675/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13249675/original/hos13249675-rumah-di-jual-di-balikpapan-selatan-balikpapan-1679984249.jpg,5.0,4.0,100 m²,75 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
168,945,Rumah di jalan Mulawarman Lamaru,Rp 400 Juta,"Balikpapan Timur, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13247547/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1729095/2023-03-28-04-07-57-4e19518f-1132-43df-8ebc-2485200f8db8.jpg,,,112 m²,112 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,1.0,Tidak,Tidak,,1.0,,Tidak,,Sumur Bor,Tidak,Baru,Dijual
169,946,1087. Dijual rumah murah di Perumahan Balikpapan Baru Kalimantan,"Rp 6,5 Miliar","Balikpapan Baru, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos12991233/,https://picture.rumah123.com/r123/720x420-crop/house/ho12/12991233/original/hos12991233-rumah-di-jual-di-balikpapan-baru-balikpapan-1661351102.jpg,12.0,10.0,719 m²,800 m²,,Rumah,SHM - Sertifikat Hak Milik,,,1.0,Tidak,Tidak,Unfurnished,1.0,Pemukiman Warga,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
170,947,RUMAH DIPERUMAHAN WIKA,"Rp 1,2 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13244573/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13244573/original/hos13244573-rumah-di-jual-di-balikpapan-utara-balikpapan-1679967040.jpg,3.0,2.0,120 m²,130 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
171,948,LINGKUNGAN RAMAI,Rp 739 Juta,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13244548/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13244548/original/hos13244548-rumah-di-jual-di-balikpapan-selatan-balikpapan-1679966836.jpg,2.0,2.0,96 m²,70 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
172,949,2 LANTAI KILO 3 ADA DISINI,Rp 925 Juta,"Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13244542/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13244542/original/hos13244542-rumah-di-jual-di-balikpapan-utara-balikpapan-1679966772.jpg,3.0,2.0,80 m²,77 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
173,950,BALIKPAPAN RUMAH & KOST-KOSTAN BANGUN REKSA (HM123),"Rp 1,4 Miliar","Batu Ampar, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos12956881/,https://picture.rumah123.com/r123/720x420-crop/house/ho12/12956881/original/hos12956881-rumah-di-jual-di-batu-ampar-balikpapan-1677850533.jpg,3.0,2.0,240 m²,240 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,,PAM atau PDAM,Tidak,Bagus,Dijual
174,951,BALIKPAPAN RUMAH WIKA LUAS CANTIK TERAWAT (HM62),"Rp 1,95 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos12981320/,https://picture.rumah123.com/r123/720x420-crop/house/ho12/12981320/original/hos12981320-rumah-di-jual-di-karang-joang-balikpapan-1678077984.jpg,2.0,2.0,235 m²,135 m²,1.0,Rumah,SHM - Sertifikat Hak Milik,6600 Watt,,1.0,Tidak,Tidak,Furnished,,Pemukiman Warga,Tidak,4 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
175,952,BALIKPAPAN RUMAH  BALIKPAPAN BARU  (HM72),"Rp 1,5 Miliar","Balikpapan Baru, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos12981427/,https://picture.rumah123.com/r123/720x420-crop/house/ho12/12981427/original/hos12981427-rumah-di-jual-di-balikpapan-baru-balikpapan-1678078426.jpg,3.0,2.0,100 m²,96 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,1.0,Tidak,Tidak,Semi Furnished,2.0,Pemukiman Warga,Tidak,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
176,953,BALIKPAPAN RUMAH PERUMAHAN BALIKPAPAN BARU CLUSTER TORONTO,Rp 2 Miliar,"Balikpapan Baru, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos12672437/,https://picture.rumah123.com/r123/720x420-crop/house/ho12/12672437/original/hos12672437-rumah-di-jual-di-balikpapan-baru-balikpapan-1675747023.jpg,4.0,3.0,140 m²,170 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,Tidak,Tidak,Unfurnished,2.0,Pemukiman Warga,Tidak,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
177,954,BALIKPAPAN RUMAH BERSIH ASRI  TERAWAT (HM 40),Rp 700 Juta,"Sepinggan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos12574995/,https://picture.rumah123.com/r123/720x420-crop/house/ho12/12574995/original/hos12574995-rumah-di-jual-di-sepinggan-balikpapan-1675132463.jpg,3.0,2.0,200 m²,108 m²,,Rumah,HGB - Hak Guna Bangunan,900 Watt,,,Tidak,Tidak,,,Pemukiman Warga,Tidak,,PAM atau PDAM,Tidak,Bagus,Dijual
178,955,Rumah di Batakan Village,"Rp 1,4 Miliar","Balikpapan Timur, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos12525616/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1040256/2023-01-24-02-32-31-4876fc13-7f89-487b-8464-d5a47d37d036.jpg,3.0,2.0,105 m²,91 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,1.0,Tidak,Tidak,Unfurnished,1.0,,Ya,3 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
179,956,rumah mewah tingkat 2 terawat dan terasa nyaman ditengah kota,"Rp 1,95 Miliar","Balikpapan Baru, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos12480086/,https://picture.rumah123.com/r123/720x420-crop/house/ho12/12480086/original/hos12480086-rumah-di-jual-di-balikpapan-baru-balikpapan-1673928659.jpg,3.0,3.0,96 m²,104 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,Unfurnished,2.0,Pemukiman Warga,Tidak,2 Mobil,,Tidak,Bagus,Dijual
180,957,"DIJUAL KOST - KOSTAN DAN RUMAH KONTRAKAN DI PERUMAHAN PANJI, JL PROKLAMASI MANGGAR","Rp 1,05 Miliar","Balikpapan Timur, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos12301865/,https://picture.rumah123.com/r123/720x420-crop/house/ho12/12301865/original/hos12301865-rumah-di-jual-di-manggar-balikpapan-1672731043.jpg,10.0,10.0,716 m²,284 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,,10.0,Tidak,Tidak,Unfurnished,2.0,Pemukiman Warga,Tidak,2 Mobil,Sumur Bor,Tidak,Bagus,Dijual
181,958,RUMAH DI AREA AGUNG TUNGGAL,"Rp 3,8 Miliar","Damai, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos12300898/,https://picture.rumah123.com/r123/720x420-crop/house/ho12/12300898/original/hos12300898-rumah-di-jual-di-damai-balikpapan-1672727567.jpg,4.0,3.0,400 m²,230 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
182,959,RUMAH HOOK HOMY LUAS DALAM PERUMAHAN BALIKPAPAN,"Rp 1,61 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos11719226/,https://picture.rumah123.com/r123/720x420-crop/house/ho11/11719226/original/hos11719226-rumah-di-jual-di-balikpapan-selatan-balikpapan-1667909062.jpg,3.0,2.0,180 m²,150 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,,,,,,,,,,,,,Dijual
183,960,RUMAH KONTRAKAN  2 LANTAI 4 PINTU SIAP HUNI DI BATAKAN MAS,"Rp 1,6 Miliar","Batakan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos11622474/,https://picture.rumah123.com/r123/720x420-crop/house/ho11/11622474/original/hos11622474-rumah-di-jual-di-batakan-balikpapan-1667287273.jpg,8.0,4.0,135 m²,120 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,,,,,,,,,,,Dijual
184,961,122 Balikpapan S.parman Rukan Cocok Untuk Kos Atau Kantor,"Rp 2,5 Miliar","Balikpapan Tengah, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos11555643/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1737807/2023-12-05-13-07-42-77bf722f-e7ef-48a3-a35e-0106ccc598f6.jpg,6.0,5.0,250 m²,300 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
185,962,130 Balikpapan Baru Rumah 2 Lantai Ada Halaman Belakang,"Rp 1,6 Miliar","Balikpapan Baru, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos11555639/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1737807/2023-12-05-12-38-48-f657c1da-0d0d-4f49-a9ce-d3fde5794d68.jpg,4.0,2.0,156 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
186,963,121 Balikpapan Kartini Rumah Mewah Full Furnish Kolam Renang,"Rp 3,3 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos11555543/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1737807/2023-12-05-12-45-24-9c21508d-ccbd-427d-af66-44125eb5ee11.jpg,4.0,4.0,250 m²,360 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
187,964,136 Balikpapan Grand City Rumah Cantik 2 Lantai Siap Huni,"Rp 1,4 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos11555541/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1737807/2023-12-05-12-58-21-1e14d03c-aa79-4d10-91db-159c8653d430.jpg,2.0,2.0,72 m²,72 m²,,Rumah,SHM - Sertifikat Hak Milik,900 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
188,965,"142 Balikpapan Pupuk Rumah Hook 2,5 Lantai Siap Huni","Rp 4,5 Miliar","Balikpapan Tengah, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos11555538/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1737807/2023-12-10-09-46-56-ce5d0246-09ca-432a-a83a-6c36211e4d64.jpg,4.0,3.0,300 m²,260 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,2.0,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
189,966,143 Balikpapan Rumah Kos 3 Lantai Tengah Kota,Rp 680 Juta,"Balikpapan Tengah, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos11555537/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1737807/2023-12-05-12-54-28-d4ed78fa-c938-42f3-80d0-bee76338c825.jpg,8.0,3.0,97 m²,120 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
190,967,141 Balikpapan Syariffudin Yos Rumah Kos Kosan Lahan Luas,"Rp 2,5 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos11555532/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1737807/2023-12-05-13-54-21-931a8468-b389-420c-a818-dffbdc742550.jpg,12.0,12.0,400 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
191,968,"148 Balikpapan Baru Rumah 2,5 Lantai Ada Pendopo Di Dak Atas","Rp 3,2 Miliar","Balikpapan Baru, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos11555530/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1737807/2023-12-10-05-09-51-0e9896bf-8ddb-49af-8158-5bd90bd011b0.jpg,5.0,5.0,200 m²,240 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
192,969,TURUN HARGA RUMAH BESAR BANGUNAN BAGUS LOKASI TENGAH KOTA BERSIH DAN TERAWAT,"Rp 2,3 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos11469438/,https://picture.rumah123.com/r123/720x420-crop/house/ho11/11469438/original/hos11469438-rumah-di-jual-di-balikpapan-selatan-balikpapan-1703831229.jpg,5.0,3.0,310 m²,300 m²,,Rumah,SHM - Sertifikat Hak Milik,7700 Watt,,,,,,,,,,,,,Dijual
193,970,Rumah Besar Dan Cantik di Perum Elite Balikpapan Baru,"Rp 3,5 Miliar","Balikpapan Baru, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos11464914/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1730302/2022-10-18-02-34-03-f076c7fc-4c48-48d4-b1cb-6c0dded85a28.webp,4.0,3.0,240 m²,250 m²,1.0,Rumah,"Lainnya (PPJB,Girik,Adat,dll)",,,1.0,Ya,Ya,,2.0,,Tidak,,,Tidak,Bagus,Dijual
194,971,Rumah Mewah Dan Minimalis di Wika. Dijual Semi Furnish Dan Siap Huni,"Rp 4,5 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos11396247/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1730302/2022-10-11-07-26-20-0e65af3c-6c69-4549-ac52-3c365dcaa39c.webp,3.0,3.0,490 m²,330 m²,1.0,Rumah,SHM - Sertifikat Hak Milik,,,1.0,Ya,Ya,Semi Furnished,1.0,,Tidak,,,Tidak,Bagus,Dijual
195,972,Rumah Besar Dengan Halaman Luas di Bukit Damai Indah,"Rp 4,8 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos11396190/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1730302/2022-10-11-07-21-53-186fcf93-edfb-4804-8b38-5c11da570a84.webp,4.0,3.0,660 m²,260 m²,1.0,Rumah,"Lainnya (PPJB,Girik,Adat,dll)",,,1.0,Ya,Ya,,1.0,,Tidak,,,Tidak,Bagus,Dijual
196,973,Rumah Minimalis Dengan Tanah Luas di Balikpapan Baru,"Rp 2,3 Miliar","Balikpapan Baru, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos11396066/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1730302/2022-10-11-07-15-28-a9d0ea8a-178a-4324-ab07-50d0453899ef.webp,6.0,2.0,235 m²,160 m²,1.0,Rumah,SHM - Sertifikat Hak Milik,,,1.0,Ya,Ya,,2.0,,Tidak,,,Tidak,Bagus,Dijual
197,974,RUMAH TIGA KAMAR TIDUR DALAM I PERUMAHAN FASILITAS LENGKAP DI PERUMAHAN WIKA,Rp 800 Juta,"Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos11390006/,https://picture.rumah123.com/r123/720x420-crop/house/ho11/11390006/original/hos11390006-rumah-di-jual-di-balikpapan-utara-balikpapan-1665453512.jpg,3.0,2.0,165 m²,90 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
198,975,"BALIKPAPAN,  RUMAH MEGAH TENGAH KOTA ( B455 )",Rp 13 Miliar,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos11124130/,https://picture.rumah123.com/r123/720x420-crop/house/ho11/11124130/original/hos11124130-rumah-di-jual-di-balikpapan-selatan-balikpapan-1663209304.jpg,6.0,6.0,2658 m²,600 m²,,Rumah,SHM - Sertifikat Hak Milik,13900 Watt,,,,,,,,,,,,,Dijual
199,976,"BALIKPAPAN,  RUMAH TENGAH KOTA (Y459)",Rp 6 Miliar,"Klandasan Ulu, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos11240033/,https://picture.rumah123.com/r123/720x420-crop/house/ho11/11240033/original/hos11240033-rumah-di-jual-di-klandasan-ulu-balikpapan-1664243259.jpg,5.0,4.0,375 m²,600 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,1.0,,,,,,,,,,,,Dijual
200,977,Dijual Rumah Borneo Paradiso Richwood Balikpapan,Rp 11 Miliar,"Balikpapan Timur, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos11314683/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1727362/2022-10-04-06-26-52-6b50e0ce-0fdc-438e-bb33-9bc055c7fe43.png,8.0,6.0,358 m²,458 m²,2.0,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,1.0,1.0,Ya,Ya,Furnished,3.0,Pantai,Ya,2 Mobil,Sumur Bor,Ya,Baru,Dijual
201,978,RUMAH STRATEGIS DAN MURAH DI KAWASAN BALIKPAPAN BARU,"Rp 1,2 Miliar","Balikpapan Baru, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos11164058/,https://picture.rumah123.com/r123/720x420-crop/house/ho11/11164058/original/hos11164058-rumah-di-jual-di-balikpapan-baru-balikpapan-1663641586.jpg,6.0,3.0,250 m²,120 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
202,979,Rumah Mewah Dihook Ditengah Kota Dan Dekat Sekolah Dekat perpus,"Rp 4,5 Miliar","Gn. Sari Ilir, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos11103702/,https://picture.rumah123.com/r123/720x420-crop/house/ho11/11103702/original/hos11103702-rumah-di-jual-di-gn.-sari-ilir-balikpapan-1663033539.jpg,7.0,7.0,206 m²,135 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,Unfurnished,,Perkotaan,Tidak,1 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
203,980,Rumah Elegant Dan Megah Ditengah Kota Balikpapan ,"Rp 2,7 Miliar","Balikpapan Baru, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos11103697/,https://picture.rumah123.com/r123/720x420-crop/house/ho11/11103697/original/hos11103697-rumah-di-jual-di-balikpapan-baru-balikpapan-1663033492.jpg,6.0,4.0,230 m²,220 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,Bagus,Dijual
204,981,RUMAH BESAR BEBAS BANJIR  DI AREA GUNUNG GUNTUR,"Rp 4,4 Miliar","Balikpapan Tengah, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10989931/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10989931/original/hos10989931-rumah-di-jual-di-balikpapan-tengah-balikpapan-1661850038.jpg,4.0,3.0,625 m²,160 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
205,982,RUMAH CANTIK DI KAWASAN PERUMAHAN BALIKPAPAN BARU,"Rp 2,7 Miliar","Balikpapan Baru, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10987941/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10987941/original/hos10987941-rumah-di-jual-di-balikpapan-baru-balikpapan-1661840073.jpg,4.0,3.0,180 m²,250 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1.0,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
206,983,RUMAH CANTIK DI KAWASAN BUKIT DAMAI INDAH,"Rp 2,7 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10987939/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10987939/original/hos10987939-rumah-di-jual-di-balikpapan-selatan-balikpapan-1679984799.jpg,3.0,3.0,216 m²,190 m²,,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,1.0,,,,,,,,,,,,Dijual
207,984,RUMAH HOMY COZY MEWAH LUAS  DI PERUMAHAN ELITE BALIKPAPAN,"Rp 5,5 Miliar","Balikpapan Baru, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10982929/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10982929/original/hos10982929-rumah-di-jual-di-balikpapan-baru-balikpapan-1661824393.jpg,5.0,4.0,396 m²,400 m²,,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,,,,,,,,,,,,,Dijual
208,985,"BALIKPAPAN HUNIAN TIGA LANTAI BARU,SIAP HUNI, NYAMAN DAN AMAN","Rp 1,9 Miliar","Balikpapan Tengah, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10815374/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10815374/original/hos10815374-rumah-di-jual-di-balikpapan-tengah-balikpapan-1660005415.jpg,4.0,3.0,96 m²,180 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
209,986,RUMAH TUMBUH DUA KAMAR TIDUR DALAM PERUMAHAN BALIKPAPAN,Rp 750 Juta,"Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10762819/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10762819/original/hos10762819-rumah-di-jual-di-balikpapan-utara-balikpapan-1659420610.jpg,2.0,1.0,120 m²,60 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
210,987,RUMAH MEWAH TINGKAT 2 DI TENGAH KOTA BALIKPAPAN,"Rp 3,5 Miliar","Balikpapan Baru, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10707423/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10707423/original/hos10707423-rumah-di-jual-di-balikpapan-baru-balikpapan-1658804411.jpg,4.0,3.0,240 m²,250 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,1.0,,,,,,,,,,,Bagus Sekali,Dijual
211,988,RUMAH PLUS TOKO BANGUNAN DI PINGGIR JALAN Rengganis,Rp 3 Miliar,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10661008/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1655652/2022-07-19-10-56-42-b44fdcdb-053d-41da-80c5-eaa0a027cc66.jpg,3.0,2.0,150 m²,117 m²,1.0,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,Furnished,1.0,Perkotaan,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
212,989,RUMAH VILA MODERN MINIMALIS DEKAT PANTAI LAMARU BALIKPAPAN,"Rp 2,2 Miliar","Lamaru, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10660733/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10660733/original/hos10660733-rumah-di-jual-di-lamaru-balikpapan-1658218116.jpg,4.0,2.0,700 m²,400 m²,,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,,,,,,,,,,,,,Dijual
213,990,BALIKPAPAN WIKA RUMAH ASRI TERAWAT( Y 288),"Rp 1,2 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10657491/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10657491/original/hos10657491-rumah-di-jual-di-balikpapan-utara-balikpapan-1658202871.jpg,3.0,2.0,180 m²,120 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,,,,,,,,,,,,,Dijual
214,991,Rumah Mediterania Balikpapan Baru,"Rp 4,5 Miliar","Balikpapan Baru, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10606478/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1040256/2022-07-12-05-39-49-f46b41d9-8e66-4426-b263-28e8951f8a6e.jpg,5.0,5.0,400 m²,450 m²,,Rumah,SHM - Sertifikat Hak Milik,,1.0,,,,Unfurnished,1.0,,,,,,Bagus,Dijual
215,992,"BALIKPAPAN,  RUMAH SEPINGGAN PRATAMA ( Y 421 )","Rp 1,3 Miliar","Sepinggan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10605360/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10605360/original/hos10605360-rumah-di-jual-di-sepinggan-balikpapan-1657596820.jpg,2.0,2.0,120 m²,120 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1.0,,,,,,,,,,,,Dijual
216,993,RUMAH MODERN MINIMALIS BARU BALIKPAPAN REGENCY DEKAT POLDA DAN BANDARA (RR130),"Rp 1,45 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10513872/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10513872/original/hos10513872-rumah-di-jual-di-balikpapan-selatan-balikpapan-1656406367.jpg,3.0,3.0,153 m²,105 m²,,Rumah,HGB - Hak Guna Bangunan,1300 Watt,1.0,,,,,,,,,,,,Dijual
217,994,RUMAH MODERN BESAR DIKAWASAN ELIT,"Rp 5,6 Miliar","Balikpapan Baru, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10511668/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10511668/original/hos10511668-rumah-di-jual-di-balikpapan-baru-balikpapan-1656393291.jpg,10.0,12.0,719 m²,800 m²,,Rumah,SHM - Sertifikat Hak Milik,11000 Watt,,,,,,,,,,,,,Dijual
218,995,RUMAH + TANAH LUAS PINGGIR JALAN RAYA,Rp 12 Miliar,"Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10286837/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10286837/original/hos10286837-rumah-di-jual-di-balikpapan-utara-balikpapan-1653373187.jpg,6.0,5.0,1270 m²,500 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
219,996,RUMAH PRAPATAN,Rp 430 Juta,"Prapatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10286828/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10286828/original/hos10286828-rumah-di-jual-di-prapatan-balikpapan-1653373152.jpg,3.0,1.0,180 m²,60 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
